submission_id,hhid,round,enum_id,start_time,end_time,duration_minutes,consent,refusal,gps_accuracy,module_missing_count,dont_know_count
SUB00232,HH00232,followup,EN13,2026-04-05 09:17:00,2026-04-05 10:00:00,48.7,0,1,18.4,0,0
SUB00233,HH00233,followup,EN04,2026-04-08 09:58:00,2026-04-08 10:10:00,37.1,1,0,22.3,0,2
SUB00234,HH00234,followup,EN02,2026-04-07 09:16:00,2026-04-07 10:55:00,41.6,1,0,13.7,0,0
SUB00235,HH00235,followup,EN05,2026-03-18 09:50:00,2026-03-18 10:07:00,35.1,1,0,21.3,0,0
SUB00236,HH00236,followup,EN13,2026-03-27 09:31:00,2026-03-27 10:38:00,27.1,1,0,12.0,0,1
SUB00237,HH00237,followup,EN15,2026-03-30 09:02:00,2026-03-30 10:53:00,48.4,1,0,8.7,0,0
SUB00238,HH00238,followup,EN11,2026-03-15 09:53:00,2026-03-15 10:09:00,32.7,1,0,15.7,0,5
SUB00239,HH00239,followup,EN13,2026-04-04 09:03:00,2026-04-04 10:14:00,34.1,1,0,20.6,0,3
SUB00240,HH00240,followup,EN15,2026-03-23 09:25:00,2026-03-23 10:55:00,30.4,1,0,6.1,0,0
SUB00241,HH00241,followup,EN07,2026-03-24 09:28:00,2026-03-24 10:02:00,40.2,1,0,28.4,0,1
SUB00242,HH00242,followup,EN02,2026-04-13 09:20:00,2026-04-13 10:40:00,40.4,1,0,14.2,0,1
SUB00243,HH00243,followup,EN01,2026-04-09 09:36:00,2026-04-09 10:54:00,30.0,1,0,3,0,0
SUB00244,HH00244,followup,EN06,2026-03-14 09:19:00,2026-03-14 10:13:00,38.6,1,0,3,0,1
SUB00245,HH00245,followup,EN07,2026-03-01 09:37:00,2026-03-01 10:50:00,30.3,1,0,18.1,0,0
SUB00246,HH00246,followup,EN03,2026-03-19 09:29:00,2026-03-19 10:50:00,14.8,1,0,3,0,0
SUB00247,HH00247,followup,EN11,2026-03-15 09:42:00,2026-03-15 10:39:00,37.2,1,0,9.3,0,4
SUB00248,HH00248,followup,EN04,2026-03-26 09:23:00,2026-03-26 10:47:00,32.5,1,0,22.0,0,0
SUB00249,HH00249,followup,EN11,2026-04-12 09:28:00,2026-04-12 10:07:00,28.3,1,0,28.6,0,4
SUB00250,HH00250,followup,EN10,2026-04-13 09:50:00,2026-04-13 10:29:00,47.0,1,0,13.9,0,0
SUB00251,HH00251,followup,EN01,2026-03-13 09:27:00,2026-03-13 10:47:00,23.4,1,0,9.0,0,0
SUB00252,HH00252,followup,EN15,2026-04-12 09:48:00,2026-04-12 10:06:00,39.5,1,0,8.0,0,0
SUB00253,HH00253,followup,EN16,2026-04-04 09:30:00,2026-04-04 10:53:00,35.3,1,0,23.4,0,0
SUB00254,HH00254,followup,EN15,2026-03-25 09:27:00,2026-03-25 10:36:00,20.4,0,1,18.0,0,0
SUB00255,HH00255,followup,EN10,2026-03-12 09:18:00,2026-03-12 10:23:00,20.3,1,0,17.0,1,0
SUB00256,HH00256,followup,EN14,2026-04-03 09:44:00,2026-04-03 10:38:00,37.6,1,0,3,0,0
SUB00257,HH00257,followup,EN16,2026-04-13 09:35:00,2026-04-13 10:51:00,41.1,1,0,10.8,0,1
SUB00258,HH00258,followup,EN04,2026-03-02 09:32:00,2026-03-02 10:38:00,26.4,1,0,13.0,0,2
SUB00259,HH00259,followup,EN07,2026-03-03 09:26:00,2026-03-03 10:44:00,31.6,0,0,14.5,1,1
SUB00260,HH00260,followup,EN12,2026-04-11 09:15:00,2026-04-11 10:01:00,39.0,1,0,7.2,0,2
SUB00261,HH00261,followup,EN16,2026-03-21 09:25:00,2026-03-21 10:16:00,27.0,1,0,8.3,0,1
SUB00262,HH00262,followup,EN06,2026-03-22 09:25:00,2026-03-22 10:35:00,32.8,1,0,15.4,0,1
SUB00263,HH00263,followup,EN02,2026-03-26 09:58:00,2026-03-26 10:19:00,44.1,1,0,10.3,0,1
SUB00264,HH00264,followup,EN02,2026-03-25 09:01:00,2026-03-25 10:16:00,38.1,1,0,12.5,0,2
SUB00265,HH00265,followup,EN01,2026-03-06 09:39:00,2026-03-06 10:12:00,33.1,1,0,15.3,0,0
SUB00266,HH00266,followup,EN03,2026-03-21 09:38:00,2026-03-21 10:53:00,27.4,1,0,38.8,1,2
SUB00267,HH00267,followup,EN03,2026-04-08 09:25:00,2026-04-08 10:51:00,22.0,1,0,28.0,0,1
SUB00268,HH00268,followup,EN07,2026-03-31 09:48:00,2026-03-31 10:59:00,27.1,1,0,13.9,0,2
SUB00269,HH00269,followup,EN11,2026-03-23 09:11:00,2026-03-23 10:54:00,34.1,1,0,3,0,5
SUB00270,HH00270,followup,EN08,2026-03-04 09:51:00,2026-03-04 10:32:00,39.3,1,0,17.7,0,0
SUB00271,HH00271,followup,EN06,2026-04-14 09:03:00,2026-04-14 10:38:00,59.2,1,0,27.7,0,0
SUB00272,HH00272,followup,EN05,2026-03-09 09:42:00,2026-03-09 10:57:00,46.2,1,0,34.4,0,0
SUB00273,HH00273,followup,EN15,2026-04-05 09:46:00,2026-04-05 10:24:00,32.1,1,0,29.3,0,1
SUB00274,HH00274,followup,EN15,2026-03-09 09:01:00,2026-03-09 10:45:00,30.4,1,0,37.0,0,1
SUB00275,HH00275,followup,EN09,2026-03-26 09:05:00,2026-03-26 10:28:00,33.9,1,0,7.7,0,1
SUB00276,HH00276,followup,EN10,2026-03-27 09:06:00,2026-03-27 10:57:00,32.3,1,0,15.9,0,1
SUB00277,HH00277,followup,EN01,2026-03-30 09:42:00,2026-03-30 10:39:00,42.0,1,0,7.4,0,4
SUB00278,HH00278,followup,EN11,2026-03-08 09:55:00,2026-03-08 10:16:00,39.2,1,0,5.0,0,5
SUB00279,HH00279,followup,EN08,2026-03-01 09:44:00,2026-03-01 10:22:00,51.4,1,0,10.5,0,0
SUB00280,HH00280,followup,EN04,2026-03-07 09:12:00,2026-03-07 10:00:00,60.4,1,0,20.5,0,2
SUB00281,HH00281,followup,EN12,2026-03-17 09:56:00,2026-03-17 10:52:00,25.9,1,0,21.4,0,2
SUB00282,HH00282,followup,EN06,2026-03-23 09:07:00,2026-03-23 10:34:00,26.6,1,0,3,0,0
SUB00283,HH00283,followup,EN03,2026-04-08 09:52:00,2026-04-08 10:09:00,15.5,1,0,18.9,0,0
SUB00284,HH00284,followup,EN12,2026-03-17 09:34:00,2026-03-17 10:13:00,33.6,1,0,21.2,0,1
SUB00285,HH00285,followup,EN14,2026-03-26 09:48:00,2026-03-26 10:40:00,26.4,1,0,13.7,0,1
SUB00286,HH00286,followup,EN04,2026-04-01 09:29:00,2026-04-01 10:15:00,31.7,1,0,17.1,0,0
SUB00287,HH00287,followup,EN12,2026-03-09 09:09:00,2026-03-09 10:51:00,36.5,1,0,31.5,0,1
SUB00288,HH00288,followup,EN09,2026-03-20 09:18:00,2026-03-20 10:59:00,40.0,1,0,14.6,0,2
SUB00289,HH00289,followup,EN04,2026-03-15 09:05:00,2026-03-15 10:40:00,33.3,0,0,15.8,0,2
SUB00290,HH00290,followup,EN01,2026-03-25 09:10:00,2026-03-25 10:16:00,27.8,1,0,24.6,0,1
SUB00291,HH00291,followup,EN12,2026-03-09 09:01:00,2026-03-09 10:25:00,32.1,1,0,6.0,0,3
SUB00292,HH00292,followup,EN11,2026-03-03 09:31:00,2026-03-03 10:53:00,24.8,0,1,17.8,1,4
SUB00293,HH00293,followup,EN07,2026-03-11 09:10:00,2026-03-11 10:24:00,34.4,1,0,25.0,0,0
SUB00294,HH00294,followup,EN10,2026-04-08 09:04:00,2026-04-08 10:26:00,28.5,1,0,16.4,0,0
SUB00295,HH00295,followup,EN01,2026-03-17 09:16:00,2026-03-17 10:54:00,31.3,1,0,25.0,0,2
SUB00296,HH00296,followup,EN04,2026-03-13 09:19:00,2026-03-13 10:23:00,45.4,1,0,10.3,0,1
SUB00297,HH00297,followup,EN12,2026-03-12 09:48:00,2026-03-12 10:42:00,14.5,1,0,20.7,1,0
SUB00298,HH00298,followup,EN10,2026-03-18 09:51:00,2026-03-18 10:49:00,32.7,1,0,6.0,0,0
SUB00299,HH00299,followup,EN07,2026-03-16 09:22:00,2026-03-16 10:30:00,40.4,1,0,3,0,0
SUB00300,HH00300,followup,EN03,2026-04-14 09:47:00,2026-04-14 10:50:00,11.6,1,0,24.4,0,4
SUB00301,HH00301,followup,EN05,2026-03-12 09:39:00,2026-03-12 10:17:00,28.3,1,0,3,0,1
SUB00302,HH00302,followup,EN11,2026-03-09 09:17:00,2026-03-09 10:01:00,46.6,1,0,5.4,0,2
SUB00303,HH00303,followup,EN12,2026-03-31 09:04:00,2026-03-31 10:38:00,46.8,1,0,5.5,0,2
SUB00304,HH00304,followup,EN16,2026-03-13 09:15:00,2026-03-13 10:38:00,35.4,1,0,3,0,2
SUB00305,HH00305,followup,EN08,2026-03-03 09:24:00,2026-03-03 10:08:00,43.4,1,0,16.6,0,1
SUB00306,HH00306,followup,EN05,2026-04-10 09:20:00,2026-04-10 10:16:00,48.4,1,0,6.6,0,1
SUB00307,HH00307,followup,EN02,2026-03-14 09:34:00,2026-03-14 10:41:00,30.5,1,0,23.9,0,0
SUB00308,HH00308,followup,EN12,2026-03-12 09:03:00,2026-03-12 10:51:00,44.5,1,0,12.4,0,1
SUB00309,HH00309,followup,EN10,2026-03-11 09:27:00,2026-03-11 10:45:00,28.0,1,0,11.2,0,2
SUB00310,HH00310,followup,EN03,2026-03-13 09:55:00,2026-03-13 10:16:00,23.2,1,0,14.8,1,1
SUB00311,HH00311,followup,EN01,2026-03-22 09:34:00,2026-03-22 10:41:00,25.6,1,0,12.4,0,0
SUB00312,HH00312,followup,EN09,2026-03-14 09:02:00,2026-03-14 10:54:00,44.8,1,0,7.3,0,1
SUB00313,HH00313,followup,EN02,2026-04-03 09:59:00,2026-04-03 10:23:00,39.3,1,0,30.3,0,2
SUB00314,HH00314,followup,EN10,2026-03-27 09:57:00,2026-03-27 10:28:00,29.6,1,0,31.3,0,0
SUB00315,HH00315,followup,EN03,2026-03-04 09:21:00,2026-03-04 10:24:00,18.1,1,0,18.9,0,2
SUB00316,HH00316,followup,EN15,2026-03-27 09:39:00,2026-03-27 10:57:00,33.3,1,0,18.0,0,1
SUB00317,HH00317,followup,EN07,2026-04-09 09:41:00,2026-04-09 10:17:00,29.5,1,0,19.7,0,1
SUB00318,HH00318,followup,EN08,2026-03-02 09:45:00,2026-03-02 10:21:00,63.3,1,0,25.6,0,2
SUB00319,HH00319,followup,EN11,2026-03-26 09:20:00,2026-03-26 10:54:00,48.1,1,0,4.5,0,5
SUB00320,HH00320,followup,EN15,2026-03-11 09:56:00,2026-03-11 10:40:00,28.1,1,0,19.8,0,2
SUB00321,HH00321,followup,EN10,2026-03-10 09:57:00,2026-03-10 10:58:00,40.2,1,0,34.0,0,0
SUB00322,HH00322,followup,EN07,2026-04-09 09:06:00,2026-04-09 10:27:00,37.4,1,0,19.0,0,1
SUB00323,HH00323,followup,EN05,2026-03-03 09:35:00,2026-03-03 10:36:00,34.3,1,0,18.0,0,0
SUB00324,HH00324,followup,EN03,2026-04-13 09:55:00,2026-04-13 10:00:00,25.2,1,0,3,0,0
SUB00325,HH00325,followup,EN07,2026-04-10 09:37:00,2026-04-10 10:12:00,33.8,1,0,15.2,0,1
SUB00326,HH00326,followup,EN03,2026-03-20 09:49:00,2026-03-20 10:31:00,14.5,0,0,3,0,2
SUB00327,HH00327,followup,EN16,2026-03-15 09:43:00,2026-03-15 10:30:00,24.4,0,0,37.5,0,1
SUB00328,HH00328,followup,EN16,2026-03-10 09:41:00,2026-03-10 10:11:00,37.0,1,0,19.8,0,0
SUB00329,HH00329,followup,EN12,2026-04-02 09:27:00,2026-04-02 10:12:00,57.7,1,0,43.4,0,0
SUB00330,HH00330,followup,EN03,2026-04-10 09:01:00,2026-04-10 10:41:00,15.1,1,0,10.3,1,1
SUB00331,HH00331,followup,EN14,2026-04-05 09:40:00,2026-04-05 10:01:00,27.1,1,0,19.7,0,1
SUB00332,HH00332,followup,EN04,2026-03-24 09:24:00,2026-03-24 10:33:00,49.3,1,0,11.8,0,0
SUB00333,HH00333,followup,EN11,2026-04-01 09:57:00,2026-04-01 10:35:00,23.4,0,0,48.8,0,3
SUB00334,HH00334,followup,EN08,2026-03-03 09:39:00,2026-03-03 10:13:00,26.3,1,0,31.3,0,0
SUB00335,HH00335,followup,EN13,2026-03-21 09:06:00,2026-03-21 10:58:00,49.6,1,0,36.4,0,0
SUB00336,HH00336,followup,EN14,2026-03-12 09:02:00,2026-03-12 10:13:00,37.3,1,0,14.1,0,2
SUB00337,HH00337,followup,EN03,2026-03-13 09:21:00,2026-03-13 10:54:00,12.0,1,0,19.9,0,0
SUB00338,HH00338,followup,EN10,2026-04-08 09:40:00,2026-04-08 10:51:00,30.4,1,0,29.1,0,2
SUB00339,HH00339,followup,EN07,2026-03-24 09:03:00,2026-03-24 10:37:00,45.0,1,0,20.0,0,1
SUB00340,HH00340,followup,EN03,2026-03-15 09:03:00,2026-03-15 10:31:00,17.8,1,0,24.3,0,2
SUB00341,HH00341,followup,EN13,2026-03-12 09:08:00,2026-03-12 10:22:00,34.8,1,0,20.9,0,2
SUB00342,HH00342,followup,EN01,2026-03-10 09:16:00,2026-03-10 10:12:00,48.8,1,0,27.6,0,0
SUB00343,HH00343,followup,EN12,2026-04-06 09:18:00,2026-04-06 10:19:00,40.1,1,0,22.6,0,0
SUB00344,HH00344,followup,EN01,2026-03-08 09:57:00,2026-03-08 10:06:00,44.8,1,0,3,0,0
SUB00345,HH00345,followup,EN08,2026-03-17 09:11:00,2026-03-17 10:34:00,39.5,1,0,17.6,0,0
SUB00346,HH00346,followup,EN07,2026-03-10 09:25:00,2026-03-10 10:07:00,37.2,1,0,16.3,0,1
SUB00347,HH00347,followup,EN05,2026-03-21 09:11:00,2026-03-21 10:41:00,48.2,1,0,23.3,0,2
SUB00348,HH00348,followup,EN16,2026-03-04 09:51:00,2026-03-04 10:53:00,28.4,1,0,23.3,0,0
SUB00349,HH00349,followup,EN03,2026-03-15 09:20:00,2026-03-15 10:31:00,17.7,1,0,17.3,0,0
SUB00350,HH00350,followup,EN15,2026-03-27 09:55:00,2026-03-27 10:13:00,45.5,0,0,18.2,0,0
SUB00351,HH00351,followup,EN02,2026-03-25 09:35:00,2026-03-25 10:33:00,35.3,1,0,17.4,0,1
SUB00352,HH00352,followup,EN16,2026-03-03 09:22:00,2026-03-03 10:28:00,29.6,1,0,31.5,0,1
SUB00353,HH00353,followup,EN08,2026-03-20 09:55:00,2026-03-20 10:30:00,50.5,1,0,21.9,0,0
SUB00354,HH00354,followup,EN13,2026-04-07 09:22:00,2026-04-07 10:06:00,36.2,1,0,24.1,0,2
SUB00355,HH00355,followup,EN13,2026-04-11 09:23:00,2026-04-11 10:12:00,27.5,1,0,38.0,0,0
SUB00356,HH00356,followup,EN03,2026-03-22 09:32:00,2026-03-22 10:21:00,21.6,1,0,27.1,0,2
SUB00357,HH00357,followup,EN04,2026-03-08 09:57:00,2026-03-08 10:42:00,28.9,1,0,22.3,0,1
SUB00358,HH00358,followup,EN10,2026-03-07 09:45:00,2026-03-07 10:48:00,42.3,1,0,31.7,0,2
SUB00359,HH00359,followup,EN15,2026-03-24 09:11:00,2026-03-24 10:57:00,52.1,1,0,12.6,0,1
SUB00360,HH00360,followup,EN13,2026-03-29 09:26:00,2026-03-29 10:12:00,21.8,1,0,4.2,0,0
SUB00361,HH00361,followup,EN15,2026-04-08 09:02:00,2026-04-08 10:36:00,21.4,1,0,32.2,0,1
SUB00362,HH00362,followup,EN11,2026-04-07 09:48:00,2026-04-07 10:23:00,48.1,1,0,13.2,0,3
SUB00363,HH00363,followup,EN04,2026-03-06 09:19:00,2026-03-06 10:08:00,40.3,1,0,39.0,0,0
SUB00364,HH00364,followup,EN06,2026-03-16 09:08:00,2026-03-16 10:08:00,46.8,1,0,11.6,0,1
SUB00365,HH00365,followup,EN04,2026-03-24 09:06:00,2026-03-24 10:11:00,41.3,1,0,27.0,0,0
SUB00366,HH00366,followup,EN07,2026-03-14 09:19:00,2026-03-14 10:38:00,41.3,1,0,20.2,0,0
SUB00367,HH00367,followup,EN03,2026-03-14 09:24:00,2026-03-14 10:01:00,14.5,1,0,13.2,0,0
SUB00368,HH00368,followup,EN04,2026-03-05 09:06:00,2026-03-05 10:22:00,33.4,1,0,3,0,1
SUB00369,HH00369,followup,EN10,2026-04-12 09:18:00,2026-04-12 10:04:00,52.1,1,0,3,0,2
SUB00370,HH00370,followup,EN04,2026-03-08 09:41:00,2026-03-08 10:55:00,50.4,1,0,36.7,0,1
SUB00371,HH00371,followup,EN11,2026-03-27 09:55:00,2026-03-27 10:23:00,26.8,0,0,4.8,0,4
SUB00372,HH00372,followup,EN14,2026-04-14 09:40:00,2026-04-14 10:49:00,32.9,1,0,28.2,0,2
SUB00373,HH00373,followup,EN02,2026-03-26 09:42:00,2026-03-26 10:11:00,31.1,1,0,19.6,0,2
SUB00374,HH00374,followup,EN02,2026-03-01 09:32:00,2026-03-01 10:23:00,50.5,1,0,14.5,0,0
SUB00375,HH00375,followup,EN08,2026-03-13 09:02:00,2026-03-13 10:22:00,36.1,0,1,11.2,0,0
SUB00376,HH00376,followup,EN13,2026-04-10 09:02:00,2026-04-10 10:10:00,26.5,1,0,33.8,0,1
SUB00377,HH00377,followup,EN11,2026-03-17 09:56:00,2026-03-17 10:01:00,35.4,1,0,19.5,0,5
SUB00378,HH00378,followup,EN05,2026-04-11 09:37:00,2026-04-11 10:53:00,28.6,1,0,5.7,0,1
SUB00379,HH00379,followup,EN15,2026-03-11 09:56:00,2026-03-11 10:46:00,51.1,0,0,21.6,0,1
SUB00380,HH00380,followup,EN04,2026-04-09 09:24:00,2026-04-09 10:12:00,45.3,1,0,18.1,0,1
SUB00381,HH00381,followup,EN14,2026-03-02 09:37:00,2026-03-02 10:02:00,40.2,1,0,11.1,0,3
SUB00382,HH00382,followup,EN09,2026-04-02 09:10:00,2026-04-02 10:15:00,35.5,1,0,18.9,0,1
SUB00383,HH00383,followup,EN15,2026-03-05 09:50:00,2026-03-05 10:29:00,46.2,1,0,19.0,0,0
SUB00384,HH00384,followup,EN10,2026-03-26 09:40:00,2026-03-26 10:48:00,34.4,1,0,3,0,2
SUB00385,HH00385,followup,EN02,2026-04-09 09:02:00,2026-04-09 10:14:00,42.8,1,0,14.4,0,0
SUB00386,HH00386,followup,EN09,2026-04-13 09:19:00,2026-04-13 10:12:00,40.7,1,0,3,1,2
SUB00387,HH00387,followup,EN08,2026-04-13 09:58:00,2026-04-13 10:27:00,47.6,1,0,22.2,0,2
SUB00388,HH00388,followup,EN04,2026-03-27 09:55:00,2026-03-27 10:42:00,37.1,1,0,32.8,0,2
SUB00389,HH00389,followup,EN14,2026-03-05 09:53:00,2026-03-05 10:46:00,32.0,1,0,5.9,0,0
SUB00390,HH00390,followup,EN03,2026-03-19 09:44:00,2026-03-19 10:41:00,15.5,1,0,22.1,0,1
SUB00391,HH00391,followup,EN02,2026-04-13 09:39:00,2026-04-13 10:42:00,43.9,1,0,13.3,0,1
SUB00392,HH00392,followup,EN16,2026-04-12 09:13:00,2026-04-12 10:37:00,23.8,1,0,29.8,0,1
SUB00393,HH00393,followup,EN01,2026-03-04 09:07:00,2026-03-04 10:42:00,27.0,1,0,24.3,0,0
SUB00394,HH00394,followup,EN03,2026-04-01 09:48:00,2026-04-01 10:16:00,26.3,1,0,20.2,0,1
SUB00395,HH00395,followup,EN16,2026-04-05 09:37:00,2026-04-05 10:52:00,31.5,0,0,15.0,0,1
SUB00396,HH00396,followup,EN11,2026-03-17 09:37:00,2026-03-17 10:21:00,51.5,1,0,44.9,0,4
SUB00397,HH00397,followup,EN14,2026-03-13 09:47:00,2026-03-13 10:11:00,41.8,1,0,12.8,0,0
SUB00398,HH00398,followup,EN04,2026-04-01 09:36:00,2026-04-01 10:13:00,38.0,1,0,16.0,0,1
SUB00399,HH00399,followup,EN11,2026-04-03 09:38:00,2026-04-03 10:30:00,40.1,1,0,24.5,0,2
SUB00400,HH00400,followup,EN06,2026-03-13 09:02:00,2026-03-13 10:38:00,45.8,1,0,15.2,0,2
SUB00401,HH00401,followup,EN02,2026-03-18 09:44:00,2026-03-18 10:21:00,38.7,1,0,19.4,0,2
SUB00402,HH00402,followup,EN01,2026-03-17 09:07:00,2026-03-17 10:59:00,19.9,1,0,24.5,0,0
SUB00403,HH00403,followup,EN12,2026-03-30 09:05:00,2026-03-30 10:26:00,45.5,1,0,37.2,0,0
SUB00404,HH00404,followup,EN10,2026-04-06 09:05:00,2026-04-06 10:41:00,24.2,1,0,17.6,0,2
SUB00405,HH00405,followup,EN04,2026-04-03 09:11:00,2026-04-03 10:55:00,29.7,1,0,12.8,0,0
SUB00406,HH00406,followup,EN13,2026-03-16 09:13:00,2026-03-16 10:29:00,30.0,1,0,10.1,0,1
SUB00407,HH00407,followup,EN09,2026-03-11 09:12:00,2026-03-11 10:03:00,39.8,1,0,16.9,0,0
SUB00408,HH00408,followup,EN10,2026-03-24 09:12:00,2026-03-24 10:39:00,53.7,1,0,26.2,0,2
SUB00409,HH00409,followup,EN16,2026-03-23 09:14:00,2026-03-23 10:50:00,42.0,1,0,35.2,0,0
SUB00410,HH00410,followup,EN06,2026-03-14 09:21:00,2026-03-14 10:14:00,24.0,1,0,26.2,0,0
SUB00411,HH00411,followup,EN15,2026-03-12 09:23:00,2026-03-12 10:31:00,46.4,1,0,6.1,0,0
SUB00412,HH00412,followup,EN13,2026-03-13 09:20:00,2026-03-13 10:49:00,37.5,1,0,17.7,0,0
SUB00413,HH00413,followup,EN01,2026-03-07 09:21:00,2026-03-07 10:10:00,25.1,1,0,9.0,0,1
SUB00414,HH00414,followup,EN05,2026-04-07 09:17:00,2026-04-07 10:36:00,36.1,1,0,14.2,0,2
SUB00415,HH00415,followup,EN13,2026-04-12 09:11:00,2026-04-12 10:51:00,35.1,1,0,20.6,0,1
SUB00416,HH00416,followup,EN10,2026-04-05 09:33:00,2026-04-05 10:47:00,43.3,1,0,23.3,0,0
SUB00417,HH00417,followup,EN04,2026-04-04 09:20:00,2026-04-04 10:41:00,40.2,1,0,4.2,0,0
SUB00418,HH00418,followup,EN12,2026-03-19 09:01:00,2026-03-19 10:59:00,49.9,1,0,22.6,0,0
SUB00419,HH00419,followup,EN13,2026-03-03 09:32:00,2026-03-03 10:19:00,19.7,1,0,15.3,0,1
SUB00420,HH00420,followup,EN04,2026-04-10 09:37:00,2026-04-10 10:45:00,31.4,1,0,5.1,0,2
SUB00421,HH00421,followup,EN04,2026-03-26 09:38:00,2026-03-26 10:58:00,44.4,1,0,30.3,0,0
SUB00422,HH00422,followup,EN03,2026-04-11 09:59:00,2026-04-11 10:05:00,14.8,1,0,27.9,0,1
SUB00423,HH00423,followup,EN08,2026-03-05 09:55:00,2026-03-05 10:28:00,34.3,1,0,26.6,0,0
SUB00424,HH00424,followup,EN06,2026-04-10 09:24:00,2026-04-10 10:24:00,41.8,0,0,9.0,0,0
SUB00425,HH00425,followup,EN09,2026-03-23 09:26:00,2026-03-23 10:13:00,39.6,1,0,17.8,0,0
SUB00426,HH00426,followup,EN11,2026-03-20 09:10:00,2026-03-20 10:23:00,40.4,1,0,18.7,0,3
SUB00427,HH00427,followup,EN08,2026-04-06 09:30:00,2026-04-06 10:23:00,33.6,1,0,32.2,0,1
SUB00428,HH00428,followup,EN10,2026-03-08 09:00:00,2026-03-08 10:09:00,27.4,1,0,33.9,0,1
SUB00429,HH00429,followup,EN10,2026-03-31 09:33:00,2026-03-31 10:05:00,38.0,1,0,25.0,0,0
SUB00430,HH00430,followup,EN14,2026-03-15 09:06:00,2026-03-15 10:07:00,35.0,1,0,19.2,0,0
SUB00431,HH00431,followup,EN13,2026-03-15 09:31:00,2026-03-15 10:34:00,25.6,1,0,23.0,0,2
SUB00432,HH00432,followup,EN06,2026-03-04 09:33:00,2026-03-04 10:06:00,31.9,1,0,13.7,0,1
SUB00433,HH00433,followup,EN15,2026-04-03 09:18:00,2026-04-03 10:26:00,32.3,0,1,30.8,0,2
SUB00434,HH00434,followup,EN05,2026-04-06 09:19:00,2026-04-06 10:13:00,26.2,1,0,27.4,0,0
SUB00435,HH00435,followup,EN13,2026-03-22 09:38:00,2026-03-22 10:56:00,29.8,1,0,25.6,0,1
SUB00436,HH00436,followup,EN03,2026-04-02 09:54:00,2026-04-02 10:45:00,13.2,1,0,24.9,0,1
SUB00437,HH00437,followup,EN16,2026-03-07 09:30:00,2026-03-07 10:35:00,33.8,1,0,21.7,0,0
SUB00438,HH00438,followup,EN05,2026-03-18 09:47:00,2026-03-18 10:01:00,44.0,1,0,3,0,0
SUB00439,HH00439,followup,EN14,2026-03-14 09:58:00,2026-03-14 10:21:00,40.8,1,0,22.7,0,0
SUB00440,HH00440,followup,EN04,2026-03-14 09:22:00,2026-03-14 10:29:00,44.6,1,0,15.2,0,0
SUB00441,HH00441,followup,EN12,2026-03-11 09:13:00,2026-03-11 10:34:00,47.9,1,0,28.1,0,2
SUB00442,HH00442,followup,EN13,2026-04-01 09:46:00,2026-04-01 10:55:00,43.3,1,0,12.3,0,0
SUB00443,HH00443,followup,EN08,2026-04-14 09:11:00,2026-04-14 10:26:00,43.9,1,0,21.0,0,1
SUB00444,HH00444,followup,EN08,2026-04-14 09:22:00,2026-04-14 10:46:00,24.7,1,0,27.0,0,3
SUB00445,HH00445,followup,EN13,2026-03-30 09:08:00,2026-03-30 10:54:00,40.0,1,0,29.5,0,0
SUB00446,HH00446,followup,EN06,2026-03-16 09:17:00,2026-03-16 10:17:00,40.7,1,0,9.6,0,2
SUB00447,HH00447,followup,EN09,2026-03-05 09:42:00,2026-03-05 10:49:00,31.9,1,0,27.6,0,0
SUB00448,HH00448,followup,EN16,2026-03-15 09:36:00,2026-03-15 10:17:00,37.3,1,0,15.1,0,0
SUB00449,HH00449,followup,EN07,2026-03-30 09:11:00,2026-03-30 10:04:00,44.8,0,0,22.1,0,0
SUB00450,HH00450,followup,EN11,2026-03-20 09:16:00,2026-03-20 10:53:00,47.1,1,0,21.4,0,3
SUB00451,HH00451,followup,EN05,2026-04-10 09:20:00,2026-04-10 10:50:00,40.3,1,0,17.7,0,0
SUB00452,HH00452,followup,EN13,2026-03-07 09:07:00,2026-03-07 10:19:00,20.8,1,0,12.9,0,0
SUB00453,HH00453,followup,EN15,2026-03-19 09:06:00,2026-03-19 10:19:00,45.2,1,0,20.0,0,3
SUB00454,HH00454,followup,EN15,2026-04-10 09:16:00,2026-04-10 10:07:00,20.7,1,0,38.7,0,1
SUB00455,HH00455,followup,EN11,2026-03-06 09:36:00,2026-03-06 10:33:00,43.8,1,0,5.9,0,5
SUB00456,HH00456,followup,EN13,2026-04-04 09:10:00,2026-04-04 10:06:00,36.4,1,0,10.1,0,1
SUB00457,HH00457,followup,EN01,2026-03-22 09:18:00,2026-03-22 10:30:00,23.5,0,0,7.8,0,1
SUB00458,HH00458,followup,EN16,2026-03-11 09:22:00,2026-03-11 10:49:00,36.0,1,0,19.0,0,0
SUB00459,HH00459,followup,EN01,2026-03-17 09:45:00,2026-03-17 10:30:00,38.7,1,0,14.3,0,0
SUB00460,HH00460,followup,EN04,2026-03-29 09:28:00,2026-03-29 10:33:00,41.1,1,0,8.8,0,2
SUB00461,HH00461,followup,EN11,2026-03-11 09:00:00,2026-03-11 10:43:00,37.9,1,0,11.5,0,4
SUB00462,HH00462,followup,EN11,2026-04-08 09:30:00,2026-04-08 10:44:00,26.0,1,0,21.0,0,3
SUB00463,HH00463,followup,EN05,2026-04-05 09:45:00,2026-04-05 10:22:00,18.5,0,0,26.7,0,1
