hhid,payment_cycle,scheduled_date,actual_date,provider,transfer_amount_expected,transfer_amount_paid,failed_payment,failure_reason
HH00274,3,2025-10-29,2025-11-06,MobileCash,65,65,0,
HH00274,4,2025-12-28,2025-12-30,MobileCash,65,65,0,
HH00275,1,2025-07-01,2025-07-05,LumoraPay,65,65,0,
HH00275,2,2025-08-30,2025-09-01,LumoraPay,65,65,0,
HH00275,3,2025-10-29,2025-10-29,LumoraPay,65,65,0,
HH00275,4,2025-12-28,2026-01-05,LumoraPay,65,65,0,
HH00276,1,2025-07-01,2025-07-08,PostBank,65,65,0,
HH00276,2,2025-08-30,2025-09-09,PostBank,65,65,0,
HH00276,3,2025-10-29,2025-11-03,PostBank,65,65,0,
HH00276,4,2025-12-28,2026-01-09,PostBank,65,65,0,
HH00277,1,2025-07-01,2025-07-09,MobileCash,65,65,0,
HH00277,2,2025-08-30,2025-09-06,MobileCash,65,65,0,
HH00277,3,2025-10-29,2025-10-29,MobileCash,65,65,0,
HH00277,4,2025-12-28,2026-01-04,MobileCash,65,65,0,
HH00278,1,2025-07-01,,MobileCash,0,0,0,
HH00278,2,2025-08-30,,MobileCash,0,0,0,
HH00278,3,2025-10-29,,MobileCash,0,0,0,
HH00278,4,2025-12-28,,MobileCash,0,0,0,
HH00279,1,2025-07-01,2025-07-04,MobileCash,65,65,0,
HH00279,2,2025-08-30,2025-08-31,MobileCash,65,65,0,
HH00279,3,2025-10-29,2025-11-04,MobileCash,65,65,0,
HH00279,4,2025-12-28,2025-12-30,MobileCash,65,65,0,
HH00280,1,2025-07-01,,MobileCash,0,0,0,
HH00280,2,2025-08-30,,MobileCash,0,0,0,
HH00280,3,2025-10-29,,MobileCash,0,0,0,
HH00280,4,2025-12-28,,MobileCash,0,0,0,
HH00281,1,2025-07-01,,MobileCash,0,0,0,
HH00281,2,2025-08-30,2025-09-16,MobileCash,0,65,0,
HH00281,3,2025-10-29,,MobileCash,0,0,0,
HH00281,4,2025-12-28,,MobileCash,0,0,0,
HH00282,1,2025-07-01,2025-07-09,MobileCash,65,65,0,
HH00282,2,2025-08-30,2025-09-02,MobileCash,65,65,0,
HH00282,3,2025-10-29,2025-10-30,MobileCash,65,65,0,
HH00282,4,2025-12-28,2026-01-05,MobileCash,65,65,0,
HH00283,1,2025-07-01,2025-07-05,MobileCash,65,65,0,
HH00283,2,2025-08-30,2025-09-02,MobileCash,65,65,0,
HH00283,3,2025-10-29,2025-11-01,MobileCash,65,65,0,
HH00283,4,2025-12-28,2025-12-31,MobileCash,65,65,0,
HH00284,1,2025-07-01,,MobileCash,0,0,0,
HH00284,2,2025-08-30,,MobileCash,0,0,0,
HH00284,3,2025-10-29,,MobileCash,0,0,0,
HH00284,4,2025-12-28,,MobileCash,0,0,0,
HH00285,1,2025-07-01,,MobileCash,0,0,0,
HH00285,2,2025-08-30,,MobileCash,0,0,0,
HH00285,3,2025-10-29,,MobileCash,0,0,0,
HH00285,4,2025-12-28,,MobileCash,0,0,0,
HH00286,1,2025-07-01,2025-07-11,PostBank,65,65,0,
HH00286,2,2025-08-30,2025-09-07,PostBank,65,65,0,
HH00286,3,2025-10-29,2025-11-01,PostBank,65,65,0,
HH00286,4,2025-12-28,2026-01-03,PostBank,65,65,0,
HH00287,1,2025-07-01,2025-07-10,MobileCash,65,65,0,
HH00287,2,2025-08-30,2025-09-04,MobileCash,65,65,0,
HH00287,3,2025-10-29,2025-10-30,MobileCash,65,65,0,
HH00287,4,2025-12-28,2025-12-28,MobileCash,65,65,0,
HH00288,1,2025-07-01,2025-07-08,LumoraPay,65,65,0,
HH00288,2,2025-08-30,2025-09-05,LumoraPay,65,65,0,
HH00288,3,2025-10-29,2025-10-30,LumoraPay,65,65,0,
HH00288,4,2025-12-28,2025-12-28,LumoraPay,65,65,0,
HH00289,1,2025-07-01,2025-07-04,PostBank,65,65,0,
HH00289,2,2025-08-30,,PostBank,65,0,1,missing national id
HH00289,3,2025-10-29,2025-11-09,PostBank,65,65,0,
HH00289,4,2025-12-28,2026-01-02,PostBank,65,65,0,
HH00290,1,2025-07-01,2025-07-02,MobileCash,65,65,0,
HH00290,2,2025-08-30,2025-09-02,MobileCash,65,65,0,
HH00290,3,2025-10-29,2025-11-08,MobileCash,65,65,0,
HH00290,4,2025-12-28,2025-12-29,MobileCash,65,65,0,
HH00291,1,2025-07-01,2025-07-09,MobileCash,65,65,0,
HH00291,2,2025-08-30,2025-09-09,MobileCash,65,65,0,
HH00291,3,2025-10-29,2025-10-31,MobileCash,65,55,0,
HH00291,4,2025-12-28,2026-01-03,MobileCash,65,65,0,
HH00292,1,2025-07-01,2025-07-06,LumoraPay,65,65,0,
HH00292,2,2025-08-30,2025-09-01,LumoraPay,65,65,0,
HH00292,3,2025-10-29,2025-11-01,LumoraPay,65,65,0,
HH00292,4,2025-12-28,2025-12-28,LumoraPay,65,65,0,
HH00293,1,2025-07-01,,LumoraPay,0,0,0,
HH00293,2,2025-08-30,,LumoraPay,0,0,0,
HH00293,3,2025-10-29,,LumoraPay,0,0,0,
HH00293,4,2025-12-28,,LumoraPay,0,0,0,
HH00294,1,2025-07-01,,MobileCash,0,0,0,
HH00294,2,2025-08-30,,MobileCash,0,0,0,
HH00294,3,2025-10-29,,MobileCash,0,0,0,
HH00294,4,2025-12-28,2026-01-05,MobileCash,0,65,0,
HH00295,1,2025-07-01,2025-07-08,LumoraPay,65,65,0,
HH00295,2,2025-08-30,2025-09-03,LumoraPay,65,65,0,
HH00295,3,2025-10-29,2025-10-31,LumoraPay,65,65,0,
HH00295,4,2025-12-28,2026-01-01,LumoraPay,65,65,0,
HH00296,1,2025-07-01,,PostBank,0,0,0,
HH00296,2,2025-08-30,,PostBank,0,0,0,
HH00296,3,2025-10-29,,PostBank,0,0,0,
HH00296,4,2025-12-28,,PostBank,0,0,0,
HH00297,1,2025-07-01,,PostBank,0,0,0,
HH00297,2,2025-08-30,,PostBank,0,0,0,
HH00297,3,2025-10-29,,PostBank,0,0,0,
HH00297,4,2025-12-28,,PostBank,0,0,0,
HH00298,1,2025-07-01,2025-07-01,LumoraPay,65,65,0,
HH00298,2,2025-08-30,2025-09-03,LumoraPay,65,65,0,
HH00298,3,2025-10-29,2025-10-30,LumoraPay,65,65,0,
HH00298,4,2025-12-28,2025-12-31,LumoraPay,65,65,0,
HH00299,1,2025-07-01,,MobileCash,0,0,0,
HH00299,2,2025-08-30,2025-09-12,MobileCash,0,65,0,
HH00299,3,2025-10-29,,MobileCash,0,0,0,
HH00299,4,2025-12-28,,MobileCash,0,0,0,
HH00300,1,2025-07-01,2025-07-04,LumoraPay,65,65,0,
HH00300,2,2025-08-30,2025-08-30,LumoraPay,65,65,0,
HH00300,3,2025-10-29,2025-11-02,LumoraPay,65,65,0,
HH00300,4,2025-12-28,2025-12-30,LumoraPay,65,65,0,
HH00301,1,2025-07-01,2025-07-06,LumoraPay,65,65,0,
HH00301,2,2025-08-30,2025-09-03,LumoraPay,65,65,0,
HH00301,3,2025-10-29,2025-10-29,LumoraPay,65,65,0,
HH00301,4,2025-12-28,2025-12-28,LumoraPay,65,65,0,
HH00302,1,2025-07-01,2025-07-08,MobileCash,65,65,0,
HH00302,2,2025-08-30,2025-09-23,MobileCash,65,65,0,
HH00302,3,2025-10-29,2025-11-01,MobileCash,65,65,0,
HH00302,4,2025-12-28,2026-01-11,MobileCash,65,65,0,
HH00303,1,2025-07-01,,MobileCash,0,0,0,
HH00303,2,2025-08-30,,MobileCash,0,0,0,
HH00303,3,2025-10-29,,MobileCash,0,0,0,
HH00303,4,2025-12-28,,MobileCash,0,0,0,
HH00304,1,2025-07-01,2025-07-02,LumoraPay,65,65,0,
HH00304,2,2025-08-30,,LumoraPay,65,0,1,missing national id
HH00304,3,2025-10-29,2025-11-01,LumoraPay,65,65,0,
HH00304,4,2025-12-28,2026-01-04,LumoraPay,65,65,0,
HH00305,1,2025-07-01,2025-07-05,MobileCash,65,65,0,
HH00305,2,2025-08-30,2025-09-02,MobileCash,65,65,0,
HH00305,3,2025-10-29,2025-11-06,MobileCash,65,65,0,
HH00305,4,2025-12-28,2026-01-02,MobileCash,65,65,0,
HH00306,1,2025-07-01,2025-07-09,LumoraPay,65,65,0,
HH00306,2,2025-08-30,2025-09-04,LumoraPay,65,65,0,
HH00306,3,2025-10-29,2025-10-30,LumoraPay,65,65,0,
HH00306,4,2025-12-28,,LumoraPay,65,0,1,missing national id
HH00307,1,2025-07-01,,LumoraPay,0,0,0,
HH00307,2,2025-08-30,,LumoraPay,0,0,0,
HH00307,3,2025-10-29,2025-11-02,LumoraPay,0,65,0,
HH00307,4,2025-12-28,,LumoraPay,0,0,0,
HH00308,1,2025-07-01,2025-07-03,LumoraPay,65,65,0,
HH00308,2,2025-08-30,2025-08-31,LumoraPay,65,65,0,
HH00308,3,2025-10-29,2025-11-02,LumoraPay,65,65,0,
HH00308,4,2025-12-28,2026-01-04,LumoraPay,65,65,0,
HH00309,1,2025-07-01,,LumoraPay,0,0,0,
HH00309,2,2025-08-30,,LumoraPay,0,0,0,
HH00309,3,2025-10-29,,LumoraPay,0,0,0,
HH00309,4,2025-12-28,,LumoraPay,0,0,0,
HH00310,1,2025-07-01,2025-07-03,LumoraPay,65,65,0,
HH00310,2,2025-08-30,2025-09-04,LumoraPay,65,65,0,
HH00310,3,2025-10-29,2025-11-04,LumoraPay,65,65,0,
HH00310,4,2025-12-28,2026-01-03,LumoraPay,65,65,0,
HH00311,1,2025-07-01,,MobileCash,0,0,0,
HH00311,2,2025-08-30,,MobileCash,0,0,0,
HH00311,3,2025-10-29,,MobileCash,0,0,0,
HH00311,4,2025-12-28,,MobileCash,0,0,0,
HH00312,1,2025-07-01,,LumoraPay,0,0,0,
HH00312,2,2025-08-30,,LumoraPay,0,0,0,
HH00312,3,2025-10-29,,LumoraPay,0,0,0,
HH00312,4,2025-12-28,,LumoraPay,0,0,0,
HH00313,1,2025-07-01,2025-07-01,LumoraPay,65,65,0,
HH00313,2,2025-08-30,2025-09-05,LumoraPay,65,65,0,
HH00313,3,2025-10-29,2025-11-05,LumoraPay,65,65,0,
HH00313,4,2025-12-28,2025-12-31,LumoraPay,65,65,0,
HH00314,1,2025-07-01,2025-07-06,LumoraPay,65,65,0,
HH00314,2,2025-08-30,2025-09-02,LumoraPay,65,65,0,
HH00314,3,2025-10-29,2025-10-31,LumoraPay,65,65,0,
HH00314,4,2025-12-28,2025-12-30,LumoraPay,65,65,0,
HH00315,1,2025-07-01,2025-07-04,PostBank,65,65,0,
HH00315,2,2025-08-30,2025-09-01,PostBank,65,65,0,
HH00315,3,2025-10-29,2025-10-29,PostBank,65,65,0,
HH00315,4,2025-12-28,2025-12-31,PostBank,65,65,0,
HH00316,1,2025-07-01,2025-07-04,PostBank,65,65,0,
HH00316,2,2025-08-30,2025-09-02,PostBank,65,65,0,
HH00316,3,2025-10-29,2025-10-29,PostBank,65,65,0,
HH00316,4,2025-12-28,2026-01-01,PostBank,65,65,0,
HH00317,1,2025-07-01,2025-07-17,MobileCash,65,65,0,
HH00317,2,2025-08-30,2025-09-02,MobileCash,65,65,0,
HH00317,3,2025-10-29,2025-10-31,MobileCash,65,65,0,
HH00317,4,2025-12-28,2026-01-05,MobileCash,65,65,0,
HH00318,1,2025-07-01,2025-07-04,LumoraPay,65,65,0,
HH00318,2,2025-08-30,2025-09-02,LumoraPay,65,65,0,
HH00318,3,2025-10-29,2025-11-03,LumoraPay,65,65,0,
HH00318,4,2025-12-28,2026-01-03,LumoraPay,65,65,0,
HH00319,1,2025-07-01,,MobileCash,0,0,0,
HH00319,2,2025-08-30,,MobileCash,0,0,0,
HH00319,3,2025-10-29,,MobileCash,0,0,0,
HH00319,4,2025-12-28,,MobileCash,0,0,0,
HH00320,1,2025-07-01,,PostBank,0,0,0,
HH00320,2,2025-08-30,,PostBank,0,0,0,
HH00320,3,2025-10-29,,PostBank,0,0,0,
HH00320,4,2025-12-28,,PostBank,0,0,0,
HH00321,1,2025-07-01,,MobileCash,0,0,0,
HH00321,2,2025-08-30,,MobileCash,0,0,0,
HH00321,3,2025-10-29,,MobileCash,0,0,0,
HH00321,4,2025-12-28,,MobileCash,0,0,0,
HH00322,1,2025-07-01,,LumoraPay,0,0,0,
HH00322,2,2025-08-30,,LumoraPay,0,0,0,
HH00322,3,2025-10-29,,LumoraPay,0,0,0,
HH00322,4,2025-12-28,,LumoraPay,0,0,0,
HH00323,1,2025-07-01,2025-07-09,PostBank,65,65,0,
HH00323,2,2025-08-30,2025-09-03,PostBank,65,65,0,
HH00323,3,2025-10-29,2025-11-05,PostBank,65,65,0,
HH00323,4,2025-12-28,2025-12-31,PostBank,65,65,0,
HH00324,1,2025-07-01,2025-07-10,MobileCash,65,65,0,
HH00324,2,2025-08-30,2025-09-03,MobileCash,65,65,0,
HH00324,3,2025-10-29,2025-11-09,MobileCash,65,55,0,
HH00324,4,2025-12-28,2025-12-30,MobileCash,65,65,0,
HH00325,1,2025-07-01,,PostBank,0,0,0,
HH00325,2,2025-08-30,,PostBank,0,0,0,
HH00325,3,2025-10-29,,PostBank,0,0,0,
HH00325,4,2025-12-28,,PostBank,0,0,0,
HH00326,1,2025-07-01,,LumoraPay,0,0,0,
HH00326,2,2025-08-30,,LumoraPay,0,0,0,
HH00326,3,2025-10-29,,LumoraPay,0,0,0,
HH00326,4,2025-12-28,,LumoraPay,0,0,0,
HH00327,1,2025-07-01,2025-07-04,LumoraPay,65,65,0,
HH00327,2,2025-08-30,2025-08-31,LumoraPay,65,65,0,
HH00327,3,2025-10-29,2025-10-30,LumoraPay,65,65,0,
HH00327,4,2025-12-28,2025-12-30,LumoraPay,65,65,0,
HH00328,1,2025-07-01,2025-07-13,MobileCash,65,65,0,
HH00328,2,2025-08-30,2025-09-04,MobileCash,65,65,0,
HH00328,3,2025-10-29,2025-11-06,MobileCash,65,55,0,
HH00328,4,2025-12-28,2026-01-10,MobileCash,65,65,0,
HH00329,1,2025-07-01,2025-07-06,MobileCash,65,65,0,
HH00329,2,2025-08-30,2025-09-12,MobileCash,65,65,0,
HH00329,3,2025-10-29,2025-11-01,MobileCash,65,65,0,
HH00329,4,2025-12-28,2025-12-31,MobileCash,65,65,0,
HH00330,1,2025-07-01,2025-07-05,LumoraPay,0,65,0,
HH00330,2,2025-08-30,,LumoraPay,0,0,0,
HH00330,3,2025-10-29,,LumoraPay,0,0,0,
HH00330,4,2025-12-28,,LumoraPay,0,0,0,
HH00331,1,2025-07-01,2025-07-02,LumoraPay,65,65,0,
HH00331,2,2025-08-30,2025-08-30,LumoraPay,65,65,0,
HH00331,3,2025-10-29,2025-11-03,LumoraPay,65,65,0,
HH00331,4,2025-12-28,2026-01-04,LumoraPay,65,65,0,
HH00332,1,2025-07-01,2025-07-09,PostBank,65,65,0,
HH00332,2,2025-08-30,2025-09-02,PostBank,65,65,0,
HH00332,3,2025-10-29,2025-11-05,PostBank,65,65,0,
HH00332,4,2025-12-28,2025-12-28,PostBank,65,65,0,
HH00333,1,2025-07-01,,MobileCash,0,0,0,
HH00333,2,2025-08-30,,MobileCash,0,0,0,
HH00333,3,2025-10-29,,MobileCash,0,0,0,
HH00333,4,2025-12-28,,MobileCash,0,0,0,
HH00334,1,2025-07-01,2025-07-06,PostBank,65,65,0,
HH00334,2,2025-08-30,2025-09-05,PostBank,65,65,0,
HH00334,3,2025-10-29,2025-10-29,PostBank,65,65,0,
HH00334,4,2025-12-28,2025-12-28,PostBank,65,65,0,
HH00335,1,2025-07-01,,MobileCash,0,0,0,
HH00335,2,2025-08-30,,MobileCash,0,0,0,
HH00335,3,2025-10-29,,MobileCash,0,0,0,
HH00335,4,2025-12-28,,MobileCash,0,0,0,
HH00336,1,2025-07-01,2025-07-06,MobileCash,65,65,0,
HH00336,2,2025-08-30,2025-09-05,MobileCash,65,65,0,
HH00336,3,2025-10-29,2025-11-04,MobileCash,65,65,0,
HH00336,4,2025-12-28,2025-12-31,MobileCash,65,65,0,
HH00337,1,2025-07-01,,LumoraPay,0,0,0,
HH00337,2,2025-08-30,,LumoraPay,0,0,0,
HH00337,3,2025-10-29,,LumoraPay,0,0,0,
HH00337,4,2025-12-28,,LumoraPay,0,0,0,
HH00338,1,2025-07-01,2025-07-06,MobileCash,65,65,0,
HH00338,2,2025-08-30,2025-09-12,MobileCash,65,65,0,
HH00338,3,2025-10-29,2025-11-07,MobileCash,65,65,0,
HH00338,4,2025-12-28,2026-01-06,MobileCash,65,65,0,
HH00339,1,2025-07-01,,PostBank,0,0,0,
HH00339,2,2025-08-30,,PostBank,0,0,0,
HH00339,3,2025-10-29,,PostBank,0,0,0,
HH00339,4,2025-12-28,,PostBank,0,0,0,
HH00340,1,2025-07-01,,MobileCash,0,0,0,
HH00340,2,2025-08-30,,MobileCash,0,0,0,
HH00340,3,2025-10-29,,MobileCash,0,0,0,
HH00340,4,2025-12-28,,MobileCash,0,0,0,
HH00341,1,2025-07-01,2025-07-14,MobileCash,65,65,0,
HH00341,2,2025-08-30,2025-09-02,MobileCash,65,65,0,
HH00341,3,2025-10-29,2025-11-06,MobileCash,65,65,0,
HH00341,4,2025-12-28,2026-01-10,MobileCash,65,65,0,
HH00342,1,2025-07-01,2025-07-01,LumoraPay,65,65,0,
HH00342,2,2025-08-30,2025-09-06,LumoraPay,65,65,0,
HH00342,3,2025-10-29,2025-10-29,LumoraPay,65,65,0,
HH00342,4,2025-12-28,2025-12-29,LumoraPay,65,65,0,
HH00343,1,2025-07-01,,LumoraPay,0,0,0,
HH00343,2,2025-08-30,,LumoraPay,0,0,0,
HH00343,3,2025-10-29,,LumoraPay,0,0,0,
HH00343,4,2025-12-28,2025-12-29,LumoraPay,0,65,0,
HH00344,1,2025-07-01,2025-07-09,MobileCash,65,65,0,
HH00344,2,2025-08-30,2025-09-04,MobileCash,65,65,0,
HH00344,3,2025-10-29,2025-11-05,MobileCash,65,65,0,
HH00344,4,2025-12-28,2025-12-29,MobileCash,65,65,0,
HH00345,1,2025-07-01,,MobileCash,0,0,0,
HH00345,2,2025-08-30,,MobileCash,0,0,0,
HH00345,3,2025-10-29,,MobileCash,0,0,0,
HH00345,4,2025-12-28,,MobileCash,0,0,0,
HH00346,1,2025-07-01,2025-07-03,LumoraPay,65,65,0,
HH00346,2,2025-08-30,2025-09-07,LumoraPay,65,65,0,
HH00346,3,2025-10-29,2025-11-05,LumoraPay,65,65,0,
HH00346,4,2025-12-28,2025-12-28,LumoraPay,65,65,0,
HH00347,1,2025-07-01,2025-07-03,MobileCash,65,65,0,
HH00347,2,2025-08-30,2025-09-04,MobileCash,65,65,0,
HH00347,3,2025-10-29,2025-11-06,MobileCash,65,65,0,
HH00347,4,2025-12-28,2026-01-03,MobileCash,65,65,0,
HH00348,1,2025-07-01,2025-07-01,LumoraPay,65,65,0,
HH00348,2,2025-08-30,2025-09-02,LumoraPay,65,65,0,
HH00348,3,2025-10-29,2025-11-01,LumoraPay,65,65,0,
HH00348,4,2025-12-28,2026-01-04,LumoraPay,65,65,0,
HH00349,1,2025-07-01,2025-07-06,LumoraPay,65,65,0,
HH00349,2,2025-08-30,2025-09-03,LumoraPay,65,65,0,
HH00349,3,2025-10-29,2025-10-31,LumoraPay,65,65,0,
HH00349,4,2025-12-28,2026-01-02,LumoraPay,65,65,0,
HH00350,1,2025-07-01,,LumoraPay,0,0,0,
HH00350,2,2025-08-30,,LumoraPay,0,0,0,
HH00350,3,2025-10-29,,LumoraPay,0,0,0,
HH00350,4,2025-12-28,,LumoraPay,0,0,0,
HH00351,1,2025-07-01,,LumoraPay,0,0,0,
HH00351,2,2025-08-30,,LumoraPay,0,0,0,
HH00351,3,2025-10-29,,LumoraPay,0,0,0,
HH00351,4,2025-12-28,,LumoraPay,0,0,0,
HH00352,1,2025-07-01,2025-07-02,PostBank,65,65,0,
HH00352,2,2025-08-30,2025-09-01,PostBank,65,65,0,
HH00352,3,2025-10-29,2025-10-31,PostBank,65,65,0,
HH00352,4,2025-12-28,2026-01-01,PostBank,65,65,0,
HH00353,1,2025-07-01,2025-07-05,LumoraPay,65,65,0,
HH00353,2,2025-08-30,2025-08-30,LumoraPay,65,65,0,
HH00353,3,2025-10-29,2025-11-04,LumoraPay,65,65,0,
HH00353,4,2025-12-28,2025-12-29,LumoraPay,65,65,0,
HH00354,1,2025-07-01,,PostBank,0,0,0,
HH00354,2,2025-08-30,,PostBank,0,0,0,
HH00354,3,2025-10-29,,PostBank,0,0,0,
HH00354,4,2025-12-28,,PostBank,0,0,0,
HH00355,1,2025-07-01,2025-07-06,LumoraPay,65,65,0,
HH00355,2,2025-08-30,2025-09-04,LumoraPay,65,65,0,
HH00355,3,2025-10-29,2025-11-05,LumoraPay,65,65,0,
HH00355,4,2025-12-28,2025-12-31,LumoraPay,65,65,0,
HH00356,1,2025-07-01,2025-07-11,LumoraPay,65,65,0,
HH00356,2,2025-08-30,2025-09-06,LumoraPay,65,65,0,
HH00356,3,2025-10-29,2025-10-30,LumoraPay,65,65,0,
HH00356,4,2025-12-28,2026-01-08,LumoraPay,65,65,0,
HH00357,1,2025-07-01,2025-07-19,MobileCash,65,65,0,
HH00357,2,2025-08-30,2025-09-11,MobileCash,65,65,0,
HH00357,3,2025-10-29,2025-11-16,MobileCash,65,65,0,
HH00357,4,2025-12-28,2026-01-02,MobileCash,65,65,0,
HH00358,1,2025-07-01,,LumoraPay,0,0,0,
HH00358,2,2025-08-30,,LumoraPay,0,0,0,
HH00358,3,2025-10-29,,LumoraPay,0,0,0,
HH00358,4,2025-12-28,,LumoraPay,0,0,0,
HH00359,1,2025-07-01,,LumoraPay,0,0,0,
HH00359,2,2025-08-30,,LumoraPay,0,0,0,
HH00359,3,2025-10-29,,LumoraPay,0,0,0,
HH00359,4,2025-12-28,,LumoraPay,0,0,0,
HH00360,1,2025-07-01,2025-07-09,MobileCash,65,65,0,
HH00360,2,2025-08-30,2025-09-07,MobileCash,65,65,0,
HH00360,3,2025-10-29,2025-11-09,MobileCash,65,65,0,
HH00360,4,2025-12-28,2026-01-01,MobileCash,65,65,0,
HH00361,1,2025-07-01,2025-07-12,MobileCash,65,65,0,
HH00361,2,2025-08-30,2025-08-31,MobileCash,65,65,0,
HH00361,3,2025-10-29,2025-11-02,MobileCash,65,65,0,
HH00361,4,2025-12-28,2026-01-01,MobileCash,65,65,0,
HH00362,1,2025-07-01,2025-07-04,PostBank,65,65,0,
HH00362,2,2025-08-30,2025-08-30,PostBank,65,65,0,
HH00362,3,2025-10-29,,PostBank,65,0,1,inactive account
HH00362,4,2025-12-28,2025-12-29,PostBank,65,65,0,
HH00363,1,2025-07-01,2025-07-12,MobileCash,65,65,0,
HH00363,2,2025-08-30,2025-09-03,MobileCash,65,65,0,
HH00363,3,2025-10-29,2025-11-07,MobileCash,65,65,0,
HH00363,4,2025-12-28,2026-01-01,MobileCash,65,65,0,
HH00364,1,2025-07-01,,LumoraPay,0,0,0,
HH00364,2,2025-08-30,,LumoraPay,0,0,0,
HH00364,3,2025-10-29,,LumoraPay,0,0,0,
HH00364,4,2025-12-28,,LumoraPay,0,0,0,
HH00365,1,2025-07-01,2025-07-03,PostBank,65,65,0,
HH00365,2,2025-08-30,2025-08-31,PostBank,65,65,0,
HH00365,3,2025-10-29,2025-10-29,PostBank,65,65,0,
HH00365,4,2025-12-28,,PostBank,65,0,1,inactive account
HH00366,1,2025-07-01,,LumoraPay,0,0,0,
HH00366,2,2025-08-30,,LumoraPay,0,0,0,
HH00366,3,2025-10-29,,LumoraPay,0,0,0,
HH00366,4,2025-12-28,,LumoraPay,0,0,0,
HH00367,1,2025-07-01,2025-07-01,PostBank,65,65,0,
HH00367,2,2025-08-30,2025-08-30,PostBank,65,65,0,
HH00367,3,2025-10-29,2025-10-30,PostBank,65,65,0,
HH00367,4,2025-12-28,2026-01-01,PostBank,65,65,0,
HH00368,1,2025-07-01,2025-07-01,PostBank,65,65,0,
HH00368,2,2025-08-30,2025-09-02,PostBank,65,65,0,
HH00368,3,2025-10-29,,PostBank,65,0,1,provider outage
HH00368,4,2025-12-28,2026-01-02,PostBank,65,65,0,
HH00369,1,2025-07-01,,MobileCash,0,0,0,
HH00369,2,2025-08-30,,MobileCash,0,0,0,
HH00369,3,2025-10-29,,MobileCash,0,0,0,
HH00369,4,2025-12-28,,MobileCash,0,0,0,
HH00370,1,2025-07-01,,MobileCash,65,0,1,provider outage
HH00370,2,2025-08-30,2025-09-03,MobileCash,65,65,0,
HH00370,3,2025-10-29,2025-11-07,MobileCash,65,65,0,
HH00370,4,2025-12-28,2026-01-03,MobileCash,65,65,0,
HH00371,1,2025-07-01,,MobileCash,0,0,0,
HH00371,2,2025-08-30,,MobileCash,0,0,0,
HH00371,3,2025-10-29,,MobileCash,0,0,0,
HH00371,4,2025-12-28,,MobileCash,0,0,0,
HH00372,1,2025-07-01,,LumoraPay,0,0,0,
HH00372,2,2025-08-30,,LumoraPay,0,0,0,
HH00372,3,2025-10-29,,LumoraPay,0,0,0,
HH00372,4,2025-12-28,,LumoraPay,0,0,0,
HH00373,1,2025-07-01,,LumoraPay,0,0,0,
HH00373,2,2025-08-30,,LumoraPay,0,0,0,
HH00373,3,2025-10-29,,LumoraPay,0,0,0,
HH00373,4,2025-12-28,,LumoraPay,0,0,0,
HH00374,1,2025-07-01,2025-07-03,LumoraPay,65,65,0,
HH00374,2,2025-08-30,2025-09-02,LumoraPay,65,65,0,
HH00374,3,2025-10-29,2025-10-30,LumoraPay,65,65,0,
HH00374,4,2025-12-28,2025-12-29,LumoraPay,65,65,0,
HH00375,1,2025-07-01,2025-07-07,PostBank,65,65,0,
HH00375,2,2025-08-30,2025-09-02,PostBank,65,65,0,
HH00375,3,2025-10-29,2025-11-04,PostBank,65,65,0,
HH00375,4,2025-12-28,2025-12-30,PostBank,65,65,0,
HH00376,1,2025-07-01,,MobileCash,0,0,0,
HH00376,2,2025-08-30,,MobileCash,0,0,0,
HH00376,3,2025-10-29,,MobileCash,0,0,0,
HH00376,4,2025-12-28,,MobileCash,0,0,0,
HH00377,1,2025-07-01,2025-07-05,PostBank,65,65,0,
HH00377,2,2025-08-30,2025-09-02,PostBank,65,65,0,
HH00377,3,2025-10-29,2025-10-30,PostBank,65,65,0,
HH00377,4,2025-12-28,2025-12-31,PostBank,65,65,0,
HH00378,1,2025-07-01,2025-07-05,MobileCash,65,65,0,
HH00378,2,2025-08-30,2025-09-05,MobileCash,65,65,0,
HH00378,3,2025-10-29,2025-11-06,MobileCash,65,55,0,
HH00378,4,2025-12-28,2025-12-30,MobileCash,65,65,0,
HH00379,1,2025-07-01,,LumoraPay,65,0,1,inactive account
HH00379,2,2025-08-30,2025-09-02,LumoraPay,65,65,0,
HH00379,3,2025-10-29,2025-11-03,LumoraPay,65,65,0,
HH00379,4,2025-12-28,2026-01-02,LumoraPay,65,65,0,
HH00380,1,2025-07-01,,MobileCash,0,0,0,
HH00380,2,2025-08-30,,MobileCash,0,0,0,
HH00380,3,2025-10-29,,MobileCash,0,0,0,
HH00380,4,2025-12-28,,MobileCash,0,0,0,
HH00381,1,2025-07-01,2025-07-05,LumoraPay,65,65,0,
HH00381,2,2025-08-30,2025-09-01,LumoraPay,65,65,0,
HH00381,3,2025-10-29,2025-11-01,LumoraPay,65,65,0,
HH00381,4,2025-12-28,2025-12-31,LumoraPay,65,65,0,
HH00382,1,2025-07-01,2025-07-08,MobileCash,65,65,0,
HH00382,2,2025-08-30,2025-09-11,MobileCash,65,65,0,
HH00382,3,2025-10-29,2025-11-01,MobileCash,65,65,0,
HH00382,4,2025-12-28,2026-01-01,MobileCash,65,65,0,
HH00383,1,2025-07-01,2025-07-08,PostBank,65,65,0,
HH00383,2,2025-08-30,2025-08-30,PostBank,65,65,0,
